year,district,subject,grade,n_tested,pct_met_grade_level,pct_approaches,pct_masters,state_avg_met
2024,Hamshire-Fannett ISD,Reading/ELA,5,157,71,81,61,62
2024,Hardin-Jefferson ISD,Reading/ELA,5,283,61,66,42,61
2024,Beaumont ISD,Reading/ELA,6,840,48,59,37,66
2024,Nederland ISD,Reading/ELA,6,416,66,77,55,64
2024,Port Arthur ISD,Reading/ELA,6,443,37,48,19,62
2024,Hamshire-Fannett ISD,Reading/ELA,6,126,72,78,57,63
2024,Hardin-Jefferson ISD,Reading/ELA,6,377,57,65,43,66
2024,Beaumont ISD,Reading/ELA,7,753,44,55,34,66
2024,Nederland ISD,Reading/ELA,7,390,70,76,56,67
2024,Port Arthur ISD,Reading/ELA,7,339,41,52,25,66
2024,Hamshire-Fannett ISD,Reading/ELA,7,358,69,76,51,66
2024,Hardin-Jefferson ISD,Reading/ELA,7,331,59,66,48,64
2024,Beaumont ISD,Reading/ELA,8,797,44,52,29,67
2024,Nederland ISD,Reading/ELA,8,352,66,76,54,65
2024,Port Arthur ISD,Reading/ELA,8,414,43,53,27,65
2024,Hamshire-Fannett ISD,Reading/ELA,8,288,72,77,58,65
2024,Hardin-Jefferson ISD,Reading/ELA,8,202,56,64,39,61
2024,Beaumont ISD,Science,5,746,36,45,20,54
2024,Nederland ISD,Science,5,386,55,64,37,53
2024,Port Arthur ISD,Science,5,184,32,39,16,56
2024,Hamshire-Fannett ISD,Science,5,211,61,70,42,55
2024,Hardin-Jefferson ISD,Science,5,438,49,59,37,59
2024,Beaumont ISD,Science,8,818,38,47,23,58
2024,Nederland ISD,Science,8,393,61,69,51,59
2024,Port Arthur ISD,Science,8,254,35,43,23,59
2024,Hamshire-Fannett ISD,Science,8,423,63,71,46,57
2024,Hardin-Jefferson ISD,Science,8,460,53,63,42,54
2024,Beaumont ISD,Social Studies,8,770,38,47,19,61
2024,Nederland ISD,Social Studies,8,330,61,72,48,59
2024,Port Arthur ISD,Social Studies,8,265,33,44,23,59
2024,Hamshire-Fannett ISD,Social Studies,8,229,59,67,49,61
2024,Hardin-Jefferson ISD,Social Studies,8,229,56,66,43,58
2024,Beaumont ISD,Algebra I,EOC,806,40,47,25,62
2024,Nederland ISD,Algebra I,EOC,328,63,70,53,56
2024,Port Arthur ISD,Algebra I,EOC,303,37,47,27,60
2024,Hamshire-Fannett ISD,Algebra I,EOC,253,61,70,48,60
2024,Hardin-Jefferson ISD,Algebra I,EOC,195,49,55,35,60
2024,Beaumont ISD,English I,EOC,811,44,55,33,65
2024,Nederland ISD,English I,EOC,311,63,68,50,60
2024,Port Arthur ISD,English I,EOC,328,41,49,23,60
2024,Hamshire-Fannett ISD,English I,EOC,212,66,74,52,60
2024,Hardin-Jefferson ISD,English I,EOC,223,60,70,43,63
2024,Beaumont ISD,English II,EOC,773,49,55,31,69
2024,Nederland ISD,English II,EOC,313,69,76,56,66
2024,Port Arthur ISD,English II,EOC,286,40,47,22,64
2024,Hamshire-Fannett ISD,English II,EOC,385,70,80,59,66
2024,Hardin-Jefferson ISD,English II,EOC,241,63,71,46,65
2024,Beaumont ISD,Biology,EOC,841,45,55,27,62
2024,Nederland ISD,Biology,EOC,251,63,72,52,59
2024,Port Arthur ISD,Biology,EOC,232,38,43,26,60
2024,Hamshire-Fannett ISD,Biology,EOC,348,63,72,45,58
2024,Hardin-Jefferson ISD,Biology,EOC,265,59,65,41,58
2024,Beaumont ISD,U.S. History,EOC,806,49,60,39,67
2024,Nederland ISD,U.S. History,EOC,260,63,70,45,66
2024,Port Arthur ISD,U.S. History,EOC,188,44,49,34,67
2024,Hamshire-Fannett ISD,U.S. History,EOC,344,66,72,52,67
2024,Hardin-Jefferson ISD,U.S. History,EOC,265,59,69,41,63
